"Total","Facebook Campaign Name","Campaign Id","Campaign Owner","Date","Viewable Impressions","Facebook Clicks","Strategis Impressions","S1 Searches","Conversions","S1 Clicks","Conversion Rate","Frequency","Revenue","Spent","Margin"
"Total","si37jj06cy_0828_NissanRogueSUVs_AdSets_SP_FB_RD_BH","si37jj06cy","ben","2025-10-08",1922,179,3,144,71,91,0.5083798882681564,1.0858757062146893,87.31717554100003,75.41,11.90717554100003
"Total","si37jj06cy_0828_NissanRogueSUVs_AdSets_SP_FB_RD_BH","si37jj06cy","ben","2025-10-09",4810,478,19,367,159,212,0.4435146443514644,1.0529772329246936,219.19341290299994,188.82,30.373412902999945
"Total","si3a34c06of_0827_DentalImplants_KnowledgeWarehouse_TJ","si3a34c06of","tj",,34025,2311,37,1339,546,724,0.3132842925140632,1.28376848777543,759.5044491541001,638.9200000000001,120.58444915410007
"Total","si3a34c06of_0827_DentalImplants_KnowledgeWarehouse_TJ","si3a34c06of","tj","2025-10-01",3159,297,6,198,87,114,0.3838383838383838,1.1752232142857142,99.54571792640002,84.07,15.475717926400023
"Total","si3a34c06of_0827_DentalImplants_KnowledgeWarehouse_TJ","si3a34c06of","tj","2025-10-02",2947,208,5,119,54,71,0.34134615384615385,1.2142562834775443,64.0003794412,60.71,3.2903794411999954
"Total","si3a34c06of_0827_DentalImplants_KnowledgeWarehouse_TJ","si3a34c06of","tj","2025-10-03",4580,222,2,105,44,58,0.26126126126126126,1.325998841922409,58.38715955999999,66.47,-8.082840440000005
"Total","si3a34c06of_0827_DentalImplants_KnowledgeWarehouse_TJ","si3a34c06of","tj","2025-10-04",4266,265,4,139,51,70,0.2641509433962264,1.2857142857142858,69.6189031628,67.67,1.9489031627999935
"Total","si3a34c06of_0827_DentalImplants_KnowledgeWarehouse_TJ","si3a34c06of","tj","2025-10-05",4781,327,5,192,70,96,0.29357798165137616,1.318896551724138,137.40663884539998,82.72,54.68663884539998
"Total","si3a34c06of_0827_DentalImplants_KnowledgeWarehouse_TJ","si3a34c06of","tj","2025-10-06",3909,258,4,168,69,90,0.3488372093023256,1.2528846153846154,93.70646649860004,72.47,21.236466498600038
"Total","si3a34c06of_0827_DentalImplants_KnowledgeWarehouse_TJ","si3a34c06of","tj","2025-10-07",3186,213,4,131,58,77,0.3615023474178404,1.282092555331992,91.62085394950002,67.07,24.550853949500024
"Total","si3a34c06of_0827_DentalImplants_KnowledgeWarehouse_TJ","si3a34c06of","tj","2025-10-08",3658,281,2,175,61,86,0.30604982206405695,1.3409090909090908,83.17364817669996,71.15,12.02364817669995
"Total","si3a34c06of_0827_DentalImplants_KnowledgeWarehouse_TJ","si3a34c06of","tj","2025-10-09",3539,240,5,112,52,62,0.25833333333333336,1.3309514855208726,62.0446815935,66.59,-4.545318406500002
"Total","si3nag06x9_SeniorLiving_0826_Facebook_KnowledgeWarehouse_TJ","si3nag06x9","tj",,2135,176,9,146,65,79,0.44886363636363635,1.2326789838337182,51.24772968869999,66.22,-14.972270311300008
"Total","si3nag06x9_SeniorLiving_0826_Facebook_KnowledgeWarehouse_TJ","si3nag06x9","tj","2025-10-01",384,16,1,14,5,9,0.5625,1.177914110429448,5.583999,8.08,-2.4960009999999997
"Total","si3nag06x9_SeniorLiving_0826_Facebook_KnowledgeWarehouse_TJ","si3nag06x9","tj","2025-10-02",419,31,1,20,14,19,0.6129032258064516,1.2215743440233235,9.796806,11.16,-1.363194
"Total","si3nag06x9_SeniorLiving_0826_Facebook_KnowledgeWarehouse_TJ","si3nag06x9","tj","2025-10-03",311,28,4,26,11,12,0.42857142857142855,1.329059829059829,9.634428,8.76,0.874428
"Total","si3nag06x9_SeniorLiving_0826_Facebook_KnowledgeWarehouse_TJ","si3nag06x9","tj","2025-10-04",312,32,0,42,15,19,0.59375,1.3109243697478992,15.4143015814,8.46,6.954301581399999
"Total","si3nag06x9_SeniorLiving_0826_Facebook_KnowledgeWarehouse_TJ","si3nag06x9","tj","2025-10-05",376,35,3,20,9,9,0.2571428571428571,1.2012779552715656,7.1560434227,12.51,-5.3539565773
"Total","si3nag06x9_SeniorLiving_0826_Facebook_KnowledgeWarehouse_TJ","si3nag06x9","tj","2025-10-06",211,26,0,21,9,10,0.38461538461538464,1.2196531791907514,3.4997736845999996,8.79,-5.2902263154
"Total","si3nag06x9_SeniorLiving_0826_Facebook_KnowledgeWarehouse_TJ","si3nag06x9","tj","2025-10-07",122,8,0,3,1,1,0.125,1.161904761904762,0.162378,8.46,-8.297622
"Total","si3nag06x9_SeniorLiving_0826_Facebook_KnowledgeWarehouse_TJ","si3nag06x9","tj","2025-10-08",0,0,0,0,1,0,0,0,0,0,0
"Total","si3nag06x9_SeniorLiving_0826_Facebook_KnowledgeWarehouse_TJ","si3nag06x9","tj","2025-10-09",0,0,0,0,0,0,0,0,0,0,0
"Total","si427b068b_OnlineHighSchool_TriviaLibrary_Facebook_0430_TJ","si427b068b","tj","2025-10-09",0,0,1,0,0,0,0,0,0,0,0
"Total","si4917o06qv_0817_BotoxSPAN_FB_TL_RD_BH","si4917o06qv","ben",,0,0,0,0,0,0,0,0,0,0,0
"Total","si4917o06qv_0817_BotoxSPAN_FB_TL_RD_BH","si4917o06qv","ben","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","si4917o06qv_0817_BotoxSPAN_FB_TL_RD_BH","si4917o06qv","ben","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","si4917o06qv_0817_BotoxSPAN_FB_TL_RD_BH","si4917o06qv","ben","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","si4917o06qv_0817_BotoxSPAN_FB_TL_RD_BH","si4917o06qv","ben","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","si4917o06qv_0817_BotoxSPAN_FB_TL_RD_BH","si4917o06qv","ben","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","si4917o06qv_0817_BotoxSPAN_FB_TL_RD_BH","si4917o06qv","ben","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","si4d14l06uh_1001_DiabetesStudy_KnowledgeWarehouse_MIKE",,,,2325,96,213,19,9,9,0.09375,1.0004302925989672,17.654097,59.45,-41.795903
"Total","si4d14l06uh_1001_DiabetesStudy_KnowledgeWarehouse_MIKE","si4d14l06uh","mike",,2325,96,159,19,9,9,0.09375,1.0004302925989672,17.654097,59.45,-41.795903
"Total","si4d14l06uh_1001_DiabetesStudy_KnowledgeWarehouse_MIKE","si4d14l06uh","mike","2025-10-02",160,3,64,0,0,0,0,1.0062893081761006,0,9.89,-9.89
"Total","si4d14l06uh_1001_DiabetesStudy_KnowledgeWarehouse_MIKE","si4d14l06uh","mike","2025-10-03",2165,93,93,19,9,9,0.0967741935483871,1,17.654097,49.56,-31.905903000000002
"Total","si4d14l06uh_1001_DiabetesStudy_KnowledgeWarehouse_MIKE","si4d14l06uh","mike","2025-10-04",0,0,1,0,0,0,0,0,0,0,0
"Total","si4d14l06uh_1001_DiabetesStudy_KnowledgeWarehouse_MIKE","si4d14l06uh","mike","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","si4d14l06uh_1001_DiabetesStudy_KnowledgeWarehouse_MIKE","si4d14l06uh","mike","2025-10-06",0,0,1,0,0,0,0,0,0,0,0
"Total","si4d14l06uh_1001_DiabetesStudy_KnowledgeWarehouse_MIKE","si4d14l06uh","mike","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","si4d14l06uh_1001_DiabetesStudy_KnowledgeWarehouse_MIKE","sia345067z","mike","2025-10-02",0,0,54,0,0,0,0,0,0,0,0
"Total","si4d3064g_0916_DisabilityPay_KnowledgeWarehouse_TJ","si4d3064g","tj",,66240,9340,129,6572,2454,3007,0.32194860813704496,1.1090832984512349,1150.77607129911,999.19,151.58607129911002
"Total","si4d3064g_0916_DisabilityPay_KnowledgeWarehouse_TJ","si4d3064g","tj","2025-10-01",9450,1338,37,849,364,445,0.3325859491778774,1.0889605899976953,124.12095607280003,144.48,-20.359043927199963
"Total","si4d3064g_0916_DisabilityPay_KnowledgeWarehouse_TJ","si4d3064g","tj","2025-10-02",7400,1158,18,862,376,456,0.39378238341968913,1.0818713450292399,137.2585698938001,112.97,24.288569893800087
"Total","si4d3064g_0916_DisabilityPay_KnowledgeWarehouse_TJ","si4d3064g","tj","2025-10-03",7236,1025,16,793,322,395,0.3853658536585366,1.089430894308943,129.37007609599985,105.04,24.330076095999843
"Total","si4d3064g_0916_DisabilityPay_KnowledgeWarehouse_TJ","si4d3064g","tj","2025-10-04",7375,1096,10,785,249,310,0.28284671532846717,1.1386444341516133,124.86932302740001,102.06,22.809323027400012
"Total","si4d3064g_0916_DisabilityPay_KnowledgeWarehouse_TJ","si4d3064g","tj","2025-10-05",8079,1165,12,799,251,315,0.2703862660944206,1.0736212624584718,152.96128500901008,116.02,36.94128500901009
"Total","si4d3064g_0916_DisabilityPay_KnowledgeWarehouse_TJ","si4d3064g","tj","2025-10-06",6417,851,4,563,186,221,0.2596944770857814,1.095425059747354,85.33693512160004,100.06,-14.723064878399967
"Total","si4d3064g_0916_DisabilityPay_KnowledgeWarehouse_TJ","si4d3064g","tj","2025-10-07",6840,910,8,701,241,306,0.3362637362637363,1.1868818323789694,133.060187727,107.06,26.000187726999997
"Total","si4d3064g_0916_DisabilityPay_KnowledgeWarehouse_TJ","si4d3064g","tj","2025-10-08",6948,940,14,673,250,304,0.32340425531914896,1.1382699868938402,136.03942326840001,108.77,27.26942326840002
"Total","si4d3064g_0916_DisabilityPay_KnowledgeWarehouse_TJ","si4d3064g","tj","2025-10-09",6495,857,10,547,215,255,0.2975495915985998,1.1125385405960946,127.75931508309995,102.73,25.029315083099945
"Total","si4w2a06c6_0911_HyundaiPalisade_TJ","si4w2a06c6","tj",,6817,677,125,472,221,291,0.4298375184638109,1.1460995292535305,214.3354012187,261.03,-46.69459878129996
"Total","si4w2a06c6_0911_HyundaiPalisade_TJ","si4w2a06c6","tj","2025-10-01",1178,120,48,89,41,58,0.48333333333333334,1.1448007774538387,39.472889,45.66,-6.1871109999999945
"Total","si4w2a06c6_0911_HyundaiPalisade_TJ","si4w2a06c6","tj","2025-10-02",972,104,24,73,29,37,0.3557692307692308,1.1263035921205098,29.164893000000003,35.91,-6.745106999999994
"Total","si4w2a06c6_0911_HyundaiPalisade_TJ","si4w2a06c6","tj","2025-10-03",837,79,16,47,22,28,0.35443037974683544,1.173913043478261,19.10359128,30.4,-11.296408719999999
"Total","si4w2a06c6_0911_HyundaiPalisade_TJ","si4w2a06c6","tj","2025-10-04",717,70,16,50,25,29,0.4142857142857143,1.1220657276995305,22.740647290999995,26.65,-3.9093527090000038
"Total","si4w2a06c6_0911_HyundaiPalisade_TJ","si4w2a06c6","tj","2025-10-05",988,86,10,62,31,40,0.46511627906976744,1.1569086651053864,35.371341,34.08,1.2913410000000027
"Total","si4w2a06c6_0911_HyundaiPalisade_TJ","si4w2a06c6","tj","2025-10-06",630,65,9,42,19,29,0.4461538461538462,1.160220994475138,19.8274093692,23.67,-3.8425906308
"Total","si4w2a06c6_0911_HyundaiPalisade_TJ","si4w2a06c6","tj","2025-10-07",529,56,2,41,22,26,0.4642857142857143,1.1279317697228144,13.7433602785,20.58,-6.836639721499997
"Total","si4w2a06c6_0911_HyundaiPalisade_TJ","si4w2a06c6","tj","2025-10-08",500,39,0,21,14,18,0.46153846153846156,1.1494252873563218,13.206743999999999,22.79,-9.583256
"Total","si4w2a06c6_0911_HyundaiPalisade_TJ","si4w2a06c6","tj","2025-10-09",466,58,0,47,18,26,0.4482758620689655,1.1563275434243176,21.704526,21.29,0.41452600000000217
"Total","si4wk306md_OnlineHighSchool_TriviaLibrary_Facebook_0416_TJ","si4wk306md","tj",,0,0,2,0,0,0,0,0,0,0,0
"Total","si4wk306md_OnlineHighSchool_TriviaLibrary_Facebook_0416_TJ","si4wk306md","tj","2025-10-02",0,0,1,0,0,0,0,0,0,0,0
"Total","si4wk306md_OnlineHighSchool_TriviaLibrary_Facebook_0416_TJ","si4wk306md","tj","2025-10-06",0,0,1,0,0,0,0,0,0,0,0
"Total","si4y3i5060p_1001_DiabetesStudy_KnowledgeWarehouse_MIKE","si4y3i5060p","mike",,3645,274,377,153,55,68,0.24817518248175183,1.1358678716110937,121.23574654660001,151.09000000000003,-29.85425345340002
"Total","si4y3i5060p_1001_DiabetesStudy_KnowledgeWarehouse_MIKE","si4y3i5060p","mike","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","si4y3i5060p_1001_DiabetesStudy_KnowledgeWarehouse_MIKE","si4y3i5060p","mike","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","si4y3i5060p_1001_DiabetesStudy_KnowledgeWarehouse_MIKE","si4y3i5060p","mike","2025-10-03",139,7,64,0,0,0,0,1.0072463768115942,0,3.5,-3.5
"Total","si4y3i5060p_1001_DiabetesStudy_KnowledgeWarehouse_MIKE","si4y3i5060p","mike","2025-10-04",836,41,34,16,5,5,0.12195121951219512,1.094240837696335,11.817509999999999,28.39,-16.572490000000002
"Total","si4y3i5060p_1001_DiabetesStudy_KnowledgeWarehouse_MIKE","si4y3i5060p","mike","2025-10-05",800,75,101,42,14,18,0.24,1.183431952662722,22.685965268100002,36.6,-13.9140347319
"Total","si4y3i5060p_1001_DiabetesStudy_KnowledgeWarehouse_MIKE","si4y3i5060p","mike","2025-10-06",709,65,77,46,17,21,0.3230769230769231,1.1956155143338953,49.128366,28.93,20.198366
"Total","si4y3i5060p_1001_DiabetesStudy_KnowledgeWarehouse_MIKE","si4y3i5060p","mike","2025-10-07",669,48,55,29,10,12,0.25,1.0985221674876848,13.671192278500001,30.87,-17.1988077215
"Total","si4y3i5060p_1001_DiabetesStudy_KnowledgeWarehouse_MIKE","si4y3i5060p","mike","2025-10-08",492,38,46,20,9,12,0.3157894736842105,1.1468531468531469,23.932713,22.8,1.132712999999999
"Total","si4y3i5060p_1001_DiabetesStudy_KnowledgeWarehouse_MIKE","si4y3i5060p","mike","2025-10-09",0,0,0,0,0,0,0,0,0,0,0
"Total","si538x06gc_HomeValue-DE_1105_Facebook_TJ","si538x06gc","tj","2025-10-06",0,0,1,0,0,0,0,0,0,0,0
"Total","si551wg06ge_PilotTraining_1001_Facebook_KnowledgeWarehouse_TJ","si551wg06ge","tj",,19698,803,801,290,131,151,0.18804483188044832,1.1420454545454546,258.614153578,287.16,-28.54584642200001
"Total","si551wg06ge_PilotTraining_1001_Facebook_KnowledgeWarehouse_TJ","si551wg06ge","tj","2025-10-01",383,7,110,1,1,1,0.14285714285714285,1,0.487134,7.11,-6.622866
"Total","si551wg06ge_PilotTraining_1001_Facebook_KnowledgeWarehouse_TJ","si551wg06ge","tj","2025-10-02",1802,70,49,29,12,11,0.15714285714285714,1.075820895522388,18.441966797600003,36.04,-17.598033202399996
"Total","si551wg06ge_PilotTraining_1001_Facebook_KnowledgeWarehouse_TJ","si551wg06ge","tj","2025-10-03",2219,104,97,43,22,25,0.2403846153846154,1.1373654536135316,40.856109000000004,34.34,6.516109
"Total","si551wg06ge_PilotTraining_1001_Facebook_KnowledgeWarehouse_TJ","si551wg06ge","tj","2025-10-04",2879,110,99,27,10,11,0.1,1.2420189818809317,16.842207,32.49,-15.647793000000004
"Total","si551wg06ge_PilotTraining_1001_Facebook_KnowledgeWarehouse_TJ","si551wg06ge","tj","2025-10-05",3096,127,107,42,20,24,0.1889763779527559,1.1591164357918382,70.9435344227,42.72,28.2235344227
"Total","si551wg06ge_PilotTraining_1001_Facebook_KnowledgeWarehouse_TJ","si551wg06ge","tj","2025-10-06",2693,99,91,32,16,19,0.1919191919191919,1.1137303556658396,25.375698684999996,33.86,-8.484301315000003
"Total","si551wg06ge_PilotTraining_1001_Facebook_KnowledgeWarehouse_TJ","si551wg06ge","tj","2025-10-07",2374,102,101,44,19,24,0.23529411764705882,1.1694581280788177,33.116091000000004,33.03,0.08609100000000325
"Total","si551wg06ge_PilotTraining_1001_Facebook_KnowledgeWarehouse_TJ","si551wg06ge","tj","2025-10-08",2346,100,77,42,18,21,0.21,1.098314606741573,26.730233974,34.08,-7.3497660259999975
"Total","si551wg06ge_PilotTraining_1001_Facebook_KnowledgeWarehouse_TJ","si551wg06ge","tj","2025-10-09",1906,84,70,30,13,15,0.17857142857142858,1.1440576230492197,25.821178698700002,33.49,-7.6688213012999995
"Total","si561ly069p_0819_NissanRogueSUVs_TL_FB_RD_BH","si561ly069p","ben",,89464,7729,201,4318,1995,2679,0.34661663863371717,1.227299540434872,2613.3796732233,2111.48,501.89967322329994
"Total","si561ly069p_0819_NissanRogueSUVs_TL_FB_RD_BH","si561ly069p","ben","2025-10-01",10928,1032,32,587,270,389,0.37693798449612403,1.2150322437180343,345.8535099842,306.48,39.373509984199984
"Total","si561ly069p_0819_NissanRogueSUVs_TL_FB_RD_BH","si561ly069p","ben","2025-10-02",9332,827,28,516,243,324,0.39177750906892383,1.2519452642876308,310.91517277440005,232.86,78.05517277440003
"Total","si561ly069p_0819_NissanRogueSUVs_TL_FB_RD_BH","si561ly069p","ben","2025-10-03",12027,865,13,484,230,309,0.35722543352601155,1.2613529103303618,303.16906538799964,248.57,54.599065387999644
"Total","si561ly069p_0819_NissanRogueSUVs_TL_FB_RD_BH","si561ly069p","ben","2025-10-04",12016,978,16,503,235,309,0.3159509202453988,1.2491943029420938,329.12246703160025,252.51,76.61246703160026
"Total","si561ly069p_0819_NissanRogueSUVs_TL_FB_RD_BH","si561ly069p","ben","2025-10-05",14168,1277,38,705,311,421,0.32967893500391543,1.1758652170304589,454.5475299183999,324.11,130.4375299183999
"Total","si561ly069p_0819_NissanRogueSUVs_TL_FB_RD_BH","si561ly069p","ben","2025-10-06",9454,859,29,449,230,280,0.3259604190919674,1.2193989423448988,289.51623084639994,229.39,60.12623084639995
"Total","si561ly069p_0819_NissanRogueSUVs_TL_FB_RD_BH","si561ly069p","ben","2025-10-07",6252,559,19,315,150,205,0.3667262969588551,1.24072236554872,199.87202347759998,157.24,42.63202347759997
"Total","si561ly069p_0819_NissanRogueSUVs_TL_FB_RD_BH","si561ly069p","ben","2025-10-08",7494,670,15,418,186,242,0.3611940298507463,1.2471293060409385,205.75802340529987,178.59,27.168023405299863
"Total","si561ly069p_0819_NissanRogueSUVs_TL_FB_RD_BH","si561ly069p","ben","2025-10-09",7793,662,11,341,140,200,0.3021148036253776,1.209529722179109,174.62565039740002,181.73,-7.104349602599967
"Total","si5b1c706s5_Internet_0905_Facebook_KnowledgeWarehouse_TJ","si5b1c706s5","tj",,18957,1485,221,963,460,543,0.3656565656565657,1.1303440462703476,440.2235628753,510.5,-70.27643712470001
"Total","si5b1c706s5_Internet_0905_Facebook_KnowledgeWarehouse_TJ","si5b1c706s5","tj","2025-10-01",4642,394,70,267,118,134,0.3401015228426396,1.119903498190591,100.19381486720002,121.96,-21.766185132799976
"Total","si5b1c706s5_Internet_0905_Facebook_KnowledgeWarehouse_TJ","si5b1c706s5","tj","2025-10-02",5434,397,65,255,122,149,0.37531486146095716,1.1693565741338499,137.16058204759995,142.86,-5.6994179524000685
"Total","si5b1c706s5_Internet_0905_Facebook_KnowledgeWarehouse_TJ","si5b1c706s5","tj","2025-10-03",5322,382,43,228,115,132,0.34554973821989526,1.1301762582289234,105.60018684000003,144.76,-39.159813159999956
"Total","si5b1c706s5_Internet_0905_Facebook_KnowledgeWarehouse_TJ","si5b1c706s5","tj","2025-10-04",3559,312,41,213,104,128,0.41025641025641024,1.0883792048929664,97.26897912049998,100.92,-3.651020879500024
"Total","si5b1c706s5_Internet_0905_Facebook_KnowledgeWarehouse_TJ","si5b1c706s5","tj","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","si5b1c706s5_Internet_0905_Facebook_KnowledgeWarehouse_TJ","si5b1c706s5","tj","2025-10-06",0,0,1,0,1,0,0,0,0,0,0
"Total","si5b1c706s5_Internet_0905_Facebook_KnowledgeWarehouse_TJ","si5b1c706s5","tj","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","si5b1c706s5_Internet_0905_Facebook_KnowledgeWarehouse_TJ","si5b1c706s5","tj","2025-10-08",0,0,0,0,0,0,0,0,0,0,0
"Total","si5b1c706s5_Internet_0905_Facebook_KnowledgeWarehouse_TJ","si5b1c706s5","tj","2025-10-09",0,0,1,0,0,0,0,0,0,0,0
"Total","si5b2ee06j2_SeniorLifeInsurance_0909_Facebook_KnowledgeWarehouse_TJ","si5b2ee06j2","tj",,0,0,0,0,0,0,0,0,0,0,0
"Total","si5b2ee06j2_SeniorLifeInsurance_0909_Facebook_KnowledgeWarehouse_TJ","si5b2ee06j2","tj","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","si5b2ee06j2_SeniorLifeInsurance_0909_Facebook_KnowledgeWarehouse_TJ","si5b2ee06j2","tj","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","si5b2ee06j2_SeniorLifeInsurance_0909_Facebook_KnowledgeWarehouse_TJ","si5b2ee06j2","tj","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","si5b2ee06j2_SeniorLifeInsurance_0909_Facebook_KnowledgeWarehouse_TJ","si5b2ee06j2","tj","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","si5b2ee06j2_SeniorLifeInsurance_0909_Facebook_KnowledgeWarehouse_TJ","si5b2ee06j2","tj","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","si5n2nb06nw_PickupDriverJobs_0903_Facebook_KnowledgeWarehouse_TJ","si5n2nb06nw","tj",,87092,6395,92,5004,1770,2319,0.3626270523846755,1.068875797741777,1541.55829352475,1316.0700000000002,225.4882935247499
"Total","si5n2nb06nw_PickupDriverJobs_0903_Facebook_KnowledgeWarehouse_TJ","si5n2nb06nw","tj","2025-10-01",9135,688,31,605,212,284,0.4127906976744186,1.0835013640137587,183.20779854379995,154.79,28.41779854379996
"Total","si5n2nb06nw_PickupDriverJobs_0903_Facebook_KnowledgeWarehouse_TJ","si5n2nb06nw","tj","2025-10-02",8779,649,8,487,195,261,0.40215716486902925,1.0509996408475997,158.24727694080008,144.83,13.417276940800065
"Total","si5n2nb06nw_PickupDriverJobs_0903_Facebook_KnowledgeWarehouse_TJ","si5n2nb06nw","tj","2025-10-03",9180,630,12,483,177,222,0.3523809523809524,1.0565082287950283,145.24748183999998,144.75,0.49748183999997764
"Total","si5n2nb06nw_PickupDriverJobs_0903_Facebook_KnowledgeWarehouse_TJ","si5n2nb06nw","tj","2025-10-04",9924,663,0,483,177,214,0.32277526395173456,1.0521628498727735,159.15746803580006,146.38,12.77746803580007
"Total","si5n2nb06nw_PickupDriverJobs_0903_Facebook_KnowledgeWarehouse_TJ","si5n2nb06nw","tj","2025-10-05",14212,1017,8,744,259,349,0.34316617502458213,1.0966895593795818,226.03767840912008,179.02,47.017678409120066
"Total","si5n2nb06nw_PickupDriverJobs_0903_Facebook_KnowledgeWarehouse_TJ","si5n2nb06nw","tj","2025-10-06",10888,884,10,699,245,314,0.3552036199095023,1.0578062761099776,198.46012842340005,157.69,40.77012842340005
"Total","si5n2nb06nw_PickupDriverJobs_0903_Facebook_KnowledgeWarehouse_TJ","si5n2nb06nw","tj","2025-10-07",9369,696,12,561,195,261,0.375,1.0741802338913093,163.730617114,140.05,23.680617114
"Total","si5n2nb06nw_PickupDriverJobs_0903_Facebook_KnowledgeWarehouse_TJ","si5n2nb06nw","tj","2025-10-08",8306,645,4,499,168,225,0.3488372093023256,1.0549980947542232,169.49323102563005,125.94,43.553231025630055
"Total","si5n2nb06nw_PickupDriverJobs_0903_Facebook_KnowledgeWarehouse_TJ","si5n2nb06nw","tj","2025-10-09",7299,523,7,443,142,189,0.361376673040153,1.0848692033293699,137.97661319219995,122.62,15.356613192199944
"Total","si5z3z006as_0924_SenInternet_DESKTOP_MIKE","si5z3z006as","mike",,1643,47,49,28,15,17,0.3617021276595745,1.0661907852044128,24.7185135046,51.36,-26.6414864954
"Total","si5z3z006as_0924_SenInternet_DESKTOP_MIKE","si5z3z006as","mike","2025-10-01",1643,47,49,27,15,17,0.3617021276595745,1.0661907852044128,24.7185135046,51.36,-26.6414864954
"Total","si5z3z006as_0924_SenInternet_DESKTOP_MIKE","si5z3z006as","mike","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","si5z3z006as_0924_SenInternet_DESKTOP_MIKE","si5z3z006as","mike","2025-10-03",0,0,0,1,0,0,0,0,0,0,0
"Total","si5z3z006as_0924_SenInternet_DESKTOP_MIKE","si5z3z006as","mike","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","si5z3z006as_0924_SenInternet_DESKTOP_MIKE","si5z3z006as","mike","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","si5z3z006as_0924_SenInternet_DESKTOP_MIKE","si5z3z006as","mike","2025-10-06",0,0,0,0,0,0,0,0,0,0,0
