"Total","Facebook Campaign Name","Campaign Id","Campaign Owner","Date","Viewable Impressions","Facebook Clicks","Strategis Impressions","S1 Searches","Conversions","S1 Clicks","Conversion Rate","Frequency","Revenue","Spent","Margin"
"Total","sivw9006sk_FenceConstruction_0820_FB_TJ","sivw9006sk","tj","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sivy1ra0676_GalapagosCruise_0919_Facebook_KnowledgeWarehouse_TJ","sivy1ra0676","tj",,3894,465,24,271,140,191,0.410752688172043,1.1132075471698113,147.6259035883,155.11999999999998,-7.494096411699985
"Total","sivy1ra0676_GalapagosCruise_0919_Facebook_KnowledgeWarehouse_TJ","sivy1ra0676","tj","2025-10-01",496,68,2,33,15,22,0.3235294117647059,1.156177156177156,13.748004000000002,19.3,-5.551995999999999
"Total","sivy1ra0676_GalapagosCruise_0919_Facebook_KnowledgeWarehouse_TJ","sivy1ra0676","tj","2025-10-02",342,47,0,19,14,15,0.3191489361702128,1.0822784810126582,7.5265567976,12.61,-5.0834432024
"Total","sivy1ra0676_GalapagosCruise_0919_Facebook_KnowledgeWarehouse_TJ","sivy1ra0676","tj","2025-10-03",366,51,12,27,12,18,0.35294117647058826,1.2281879194630871,19.304940000000002,11.66,7.644940000000002
"Total","sivy1ra0676_GalapagosCruise_0919_Facebook_KnowledgeWarehouse_TJ","sivy1ra0676","tj","2025-10-04",321,43,0,34,12,15,0.3488372093023256,1.1263157894736842,14.405243290700001,13.65,0.7552432907000011
"Total","sivy1ra0676_GalapagosCruise_0919_Facebook_KnowledgeWarehouse_TJ","sivy1ra0676","tj","2025-10-05",474,53,0,36,19,25,0.4716981132075472,1.0580357142857142,20.540816999999997,19.6,0.9408169999999956
"Total","sivy1ra0676_GalapagosCruise_0919_Facebook_KnowledgeWarehouse_TJ","sivy1ra0676","tj","2025-10-06",310,35,2,18,12,11,0.3142857142857143,1.1071428571428572,12.205412999999998,14.32,-2.114587000000002
"Total","sivy1ra0676_GalapagosCruise_0919_Facebook_KnowledgeWarehouse_TJ","sivy1ra0676","tj","2025-10-07",436,53,3,28,16,21,0.39622641509433965,1.0405727923627686,17.942768999999995,16.71,1.232768999999994
"Total","sivy1ra0676_GalapagosCruise_0919_Facebook_KnowledgeWarehouse_TJ","sivy1ra0676","tj","2025-10-08",644,58,2,34,16,18,0.3103448275862069,1.156193895870736,8.416592999999999,25.61,-17.193407
"Total","sivy1ra0676_GalapagosCruise_0919_Facebook_KnowledgeWarehouse_TJ","sivy1ra0676","tj","2025-10-09",505,57,3,42,24,46,0.8070175438596491,1.0836909871244635,33.5355675,21.66,11.875567499999999
"Total","sivzmg06rb_0717_DentalImplantTrials_FB_top40DMA_BH","sivzmg06rb","ben",,0,0,0,0,0,0,0,0,0,0,0
"Total","sivzmg06rb_0717_DentalImplantTrials_FB_top40DMA_BH","sivzmg06rb","ben","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","sivzmg06rb_0717_DentalImplantTrials_FB_top40DMA_BH","sivzmg06rb","ben","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","sivzmg06rb_0717_DentalImplantTrials_FB_top40DMA_BH","sivzmg06rb","ben","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","sivzmg06rb_0717_DentalImplantTrials_FB_top40DMA_BH","sivzmg06rb","ben","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sivzmg06rb_0717_DentalImplantTrials_FB_top40DMA_BH","sivzmg06rb","ben","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sivzmg06rb_0717_DentalImplantTrials_FB_top40DMA_BH","sivzmg06rb","ben","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","siw01n60656_0910_FatRemovalClinicalTrials_KnowledgeWarehouse_TJ","siw01n60656","tj",,7141,810,13,577,197,251,0.30987654320987656,1.1316957210776546,386.62862677640004,305.90000000000003,80.7286267764
"Total","siw01n60656_0910_FatRemovalClinicalTrials_KnowledgeWarehouse_TJ","siw01n60656","tj","2025-10-01",441,51,1,48,12,17,0.3333333333333333,1.0862068965517242,26.88258,21.92,4.962579999999999
"Total","siw01n60656_0910_FatRemovalClinicalTrials_KnowledgeWarehouse_TJ","siw01n60656","tj","2025-10-02",462,47,2,32,18,22,0.46808510638297873,1.11864406779661,35.3292787976,16.85,18.479278797599996
"Total","siw01n60656_0910_FatRemovalClinicalTrials_KnowledgeWarehouse_TJ","siw01n60656","tj","2025-10-03",657,37,0,20,10,11,0.2972972972972973,1.1192504258943783,23.319285,22.9,0.41928500000000213
"Total","siw01n60656_0910_FatRemovalClinicalTrials_KnowledgeWarehouse_TJ","siw01n60656","tj","2025-10-04",944,109,1,79,31,44,0.4036697247706422,1.0963995354239258,65.9950485814,37.01,28.9850485814
"Total","siw01n60656_0910_FatRemovalClinicalTrials_KnowledgeWarehouse_TJ","siw01n60656","tj","2025-10-05",1062,149,1,77,25,30,0.20134228187919462,1.193258426966292,53.04347999999999,49.64,3.4034799999999876
"Total","siw01n60656_0910_FatRemovalClinicalTrials_KnowledgeWarehouse_TJ","siw01n60656","tj","2025-10-06",891,90,1,54,23,28,0.3111111111111111,1.1123595505617978,56.083557000000006,39.61,16.473557000000007
"Total","siw01n60656_0910_FatRemovalClinicalTrials_KnowledgeWarehouse_TJ","siw01n60656","tj","2025-10-07",968,104,1,91,27,31,0.2980769230769231,1.124274099883856,37.951347,40.81,-2.858653000000004
"Total","siw01n60656_0910_FatRemovalClinicalTrials_KnowledgeWarehouse_TJ","siw01n60656","tj","2025-10-08",920,124,5,89,26,34,0.27419354838709675,1.1316113161131611,37.121415000000006,37.85,-0.7285849999999954
"Total","siw01n60656_0910_FatRemovalClinicalTrials_KnowledgeWarehouse_TJ","siw01n60656","tj","2025-10-09",796,99,1,87,25,34,0.3434343434343434,1.1740412979351031,50.90263539739999,39.31,11.592635397399988
"Total","siwh1h06e8_EngagementRing_TriviaLibrary_Facebook_TJ","siwh1h06e8","tj","2025-10-01",0,0,1,0,0,0,0,0,0,0,0
"Total","siwh1nr062n_SeniorLifeInsurance_RSOCs_KeywordFamilyTest_TJ","siwh1nr062n","tj",,0,0,2,0,0,0,0,0,0,0,0
"Total","siwh1nr062n_SeniorLifeInsurance_RSOCs_KeywordFamilyTest_TJ","siwh1nr062n","tj","2025-10-05",0,0,1,0,0,0,0,0,0,0,0
"Total","siwh1nr062n_SeniorLifeInsurance_RSOCs_KeywordFamilyTest_TJ","siwh1nr062n","tj","2025-10-09",0,0,1,0,0,0,0,0,0,0,0
"Total","six0js065v_0827_HomeWarranty_FB_TriviaLibrary_RSOC_AU","six0js065v","Anastasia",,0,0,0,0,0,0,0,0,0,0,0
"Total","six0js065v_0827_HomeWarranty_FB_TriviaLibrary_RSOC_AU","six0js065v","Anastasia","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","six0js065v_0827_HomeWarranty_FB_TriviaLibrary_RSOC_AU","six0js065v","Anastasia","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","six0js065v_0827_HomeWarranty_FB_TriviaLibrary_RSOC_AU","six0js065v","Anastasia","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","six0js065v_0827_HomeWarranty_FB_TriviaLibrary_RSOC_AU","six0js065v","Anastasia","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sixa4906in_0922_MississippiRiverCruise_VideoTest_FB_KW - BH","sixa4906in","ben",,106975,9394,297,3922,2321,2883,0.3068980200127741,1.1078948186045547,2219.34890342826,1862.74,356.6089034282602
"Total","sixa4906in_0922_MississippiRiverCruise_VideoTest_FB_KW - BH","sixa4906in","ben","2025-10-01",9788,1122,66,388,216,280,0.24955436720142601,1.0792810673723674,322.6569371174,134.54,188.1169371174
"Total","sixa4906in_0922_MississippiRiverCruise_VideoTest_FB_KW - BH","sixa4906in","ben","2025-10-02",18217,1255,27,559,342,425,0.3386454183266932,1.1272896039603961,318.13158550839984,314.46,3.6715855083998576
"Total","sixa4906in_0922_MississippiRiverCruise_VideoTest_FB_KW - BH","sixa4906in","ben","2025-10-03",12221,1252,60,458,277,335,0.26757188498402557,1.1151564923806916,293.7905154000002,197.06,96.73051540000017
"Total","sixa4906in_0922_MississippiRiverCruise_VideoTest_FB_KW - BH","sixa4906in","ben","2025-10-04",11144,1059,30,439,263,325,0.3068932955618508,1.101512306019571,209.36835403489997,197.52,11.848354034899955
"Total","sixa4906in_0922_MississippiRiverCruise_VideoTest_FB_KW - BH","sixa4906in","ben","2025-10-05",13879,1215,24,534,306,382,0.31440329218106994,1.0936096446300527,221.26762869080002,242.52,-21.252371309199987
"Total","sixa4906in_0922_MississippiRiverCruise_VideoTest_FB_KW - BH","sixa4906in","ben","2025-10-06",11379,1015,29,429,249,305,0.30049261083743845,1.0658486324466092,199.27133144430027,202.15,-2.8786685556997327
"Total","sixa4906in_0922_MississippiRiverCruise_VideoTest_FB_KW - BH","sixa4906in","ben","2025-10-07",10698,860,29,358,212,269,0.3127906976744186,1.1510652033570046,200.55146533549998,190,10.551465335499984
"Total","sixa4906in_0922_MississippiRiverCruise_VideoTest_FB_KW - BH","sixa4906in","ben","2025-10-08",9948,834,12,397,235,290,0.34772182254196643,1.1245760795839927,233.7051894038601,191.51,42.1951894038601
"Total","sixa4906in_0922_MississippiRiverCruise_VideoTest_FB_KW - BH","sixa4906in","ben","2025-10-09",9701,782,20,360,221,272,0.34782608695652173,1.1093196112064037,220.6058964931,192.98,27.625896493100015
"Total","sixc3zz06m9_RepairContractors_0924_KnowledgeWarehouse_TJ","sixc3zz06m9","tj",,0,0,0,2,0,0,0,0,0,0,0
"Total","sixc3zz06m9_RepairContractors_0924_KnowledgeWarehouse_TJ","sixc3zz06m9","tj","2025-10-01",0,0,0,1,0,0,0,0,0,0,0
"Total","sixc3zz06m9_RepairContractors_0924_KnowledgeWarehouse_TJ","sixc3zz06m9","tj","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","sixc3zz06m9_RepairContractors_0924_KnowledgeWarehouse_TJ","sixc3zz06m9","tj","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","sixc3zz06m9_RepairContractors_0924_KnowledgeWarehouse_TJ","sixc3zz06m9","tj","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sixc3zz06m9_RepairContractors_0924_KnowledgeWarehouse_TJ","sixc3zz06m9","tj","2025-10-05",0,0,0,1,0,0,0,0,0,0,0
"Total","sixc3zz06m9_RepairContractors_0924_KnowledgeWarehouse_TJ","sixc3zz06m9","tj","2025-10-06",0,0,0,0,0,0,0,0,0,0,0
"Total","sixc3zz06m9_RepairContractors_0924_KnowledgeWarehouse_TJ","sixc3zz06m9","tj","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sixc3zz06m9_RepairContractors_0924_KnowledgeWarehouse_TJ","sixc3zz06m9","tj","2025-10-08",0,0,0,0,0,0,0,0,0,0,0
"Total","sixc3zz06m9_RepairContractors_0924_KnowledgeWarehouse_TJ","sixc3zz06m9","tj","2025-10-09",0,0,0,0,0,0,0,0,0,0,0
"Total","sixo2n7069n_0926_SenInternet_DESKTOP_MIKE","sixo2n7069n","mike",,360,15,12,10,3,3,0.2,1.0714285714285714,4.5857875736,20.54,-15.954212426399998
"Total","sixo2n7069n_0926_SenInternet_DESKTOP_MIKE","sixo2n7069n","mike","2025-10-01",360,15,12,9,3,3,0.2,1.0714285714285714,4.5857875736,20.54,-15.954212426399998
"Total","sixo2n7069n_0926_SenInternet_DESKTOP_MIKE","sixo2n7069n","mike","2025-10-03",0,0,0,1,0,0,0,0,0,0,0
"Total","sixo2n7069n_0926_SenInternet_DESKTOP_MIKE","sixo2n7069n","mike","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sixo2n7069n_0926_SenInternet_DESKTOP_MIKE","sixo2n7069n","mike","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sixo2n7069n_0926_SenInternet_DESKTOP_MIKE","sixo2n7069n","mike","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sixoy1061x_1003_TeacherCertifications_TL_DM","sixoy1061x","Dan",,9972,720,973,195,82,101,0.14027777777777778,1.2670902160101651,209.7127386386,312.82,-103.10726136139999
"Total","sixoy1061x_1003_TeacherCertifications_TL_DM","sixoy1061x","Dan","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","sixoy1061x_1003_TeacherCertifications_TL_DM","sixoy1061x","Dan","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","sixoy1061x_1003_TeacherCertifications_TL_DM","sixoy1061x","Dan","2025-10-03",79,10,73,1,1,1,0.1,1.0128205128205128,1.434339,3.69,-2.255661
"Total","sixoy1061x_1003_TeacherCertifications_TL_DM","sixoy1061x","Dan","2025-10-04",948,71,76,13,7,7,0.09859154929577464,1.1924528301886792,15.3524482907,29.25,-13.8975517093
"Total","sixoy1061x_1003_TeacherCertifications_TL_DM","sixoy1061x","Dan","2025-10-05",923,67,66,17,7,7,0.1044776119402985,1.186375321336761,14.1022134227,33.58,-19.477786577299998
"Total","sixoy1061x_1003_TeacherCertifications_TL_DM","sixoy1061x","Dan","2025-10-06",924,69,107,16,9,11,0.15942028985507245,1.1830985915492958,30.310559999999995,29.64,0.6705599999999947
"Total","sixoy1061x_1003_TeacherCertifications_TL_DM","sixoy1061x","Dan","2025-10-07",2468,179,233,47,27,31,0.17318435754189945,1.283411336453458,68.82558627849998,73.62,-4.794413721500021
"Total","sixoy1061x_1003_TeacherCertifications_TL_DM","sixoy1061x","Dan","2025-10-08",2681,183,225,56,19,26,0.14207650273224043,1.3883997928534437,50.645915947999995,84.42,-33.774084052000006
"Total","sixoy1061x_1003_TeacherCertifications_TL_DM","sixoy1061x","Dan","2025-10-09",1949,141,193,45,12,18,0.1276595744680851,1.230429292929293,29.041675698699997,58.62,-29.5783243013
"Total","siy0ib06q9_0817_Botox_FB_TL_RD_BH","siy0ib06q9","ben",,0,0,0,0,0,0,0,0,0,0,0
"Total","siy0ib06q9_0817_Botox_FB_TL_RD_BH","siy0ib06q9","ben","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","siy0ib06q9_0817_Botox_FB_TL_RD_BH","siy0ib06q9","ben","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","siy0ib06q9_0817_Botox_FB_TL_RD_BH","siy0ib06q9","ben","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","siy0ib06q9_0817_Botox_FB_TL_RD_BH","siy0ib06q9","ben","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","siy0ib06q9_0817_Botox_FB_TL_RD_BH","siy0ib06q9","ben","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","siy0ib06q9_0817_Botox_FB_TL_RD_BH","siy0ib06q9","ben","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","siy320o06pm_1002_SleepApneaTrialsCA_TL_FB_KW_DM","siy320o06pm","Dan",,15866,647,551,370,121,151,0.23338485316846985,1.0860428502977617,87.99137526000001,179.41,-91.41862473999998
"Total","siy320o06pm_1002_SleepApneaTrialsCA_TL_FB_KW_DM","siy320o06pm","Dan","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","siy320o06pm_1002_SleepApneaTrialsCA_TL_FB_KW_DM","siy320o06pm","Dan","2025-10-02",173,13,28,1,1,1,0.07692307692307693,1.005813953488372,0.496155,4.05,-3.553845
"Total","siy320o06pm_1002_SleepApneaTrialsCA_TL_FB_KW_DM","siy320o06pm","Dan","2025-10-03",1283,60,71,32,10,13,0.21666666666666667,1.028869286287089,6.720645,17.72,-10.999354999999998
"Total","siy320o06pm_1002_SleepApneaTrialsCA_TL_FB_KW_DM","siy320o06pm","Dan","2025-10-04",3894,154,118,89,30,39,0.2532467532467532,1.1046808510638297,27.044958,40.88,-13.835042000000001
"Total","siy320o06pm_1002_SleepApneaTrialsCA_TL_FB_KW_DM","siy320o06pm","Dan","2025-10-05",3261,127,97,73,21,26,0.2047244094488189,1.083388704318937,12.376812,34.26,-21.883187999999997
"Total","siy320o06pm_1002_SleepApneaTrialsCA_TL_FB_KW_DM","siy320o06pm","Dan","2025-10-06",2682,88,68,45,15,17,0.19318181818181818,1.0924643584521385,15.561225000000002,27.81,-12.248774999999997
"Total","siy320o06pm_1002_SleepApneaTrialsCA_TL_FB_KW_DM","siy320o06pm","Dan","2025-10-07",2560,113,93,74,27,35,0.30973451327433627,1.0968294772922023,15.706102260000002,30.63,-14.923897739999997
"Total","siy320o06pm_1002_SleepApneaTrialsCA_TL_FB_KW_DM","siy320o06pm","Dan","2025-10-08",2013,92,76,56,17,20,0.21739130434782608,1.0787781350482315,10.085478,24.06,-13.974521999999999
"Total","siy320o06pm_1002_SleepApneaTrialsCA_TL_FB_KW_DM","siy320o06pm","Dan","2025-10-09",0,0,0,0,0,0,0,0,0,0,0
"Total","siy52dl065d_0926_SenInternet_DESKTOP_MIKE","siy52dl065d","mike",,527,22,23,16,12,15,0.6818181818181818,1.039447731755424,28.863486490599996,24.56,4.303486490599997
"Total","siy52dl065d_0926_SenInternet_DESKTOP_MIKE","siy52dl065d","mike","2025-10-01",527,22,21,15,11,14,0.6363636363636364,1.039447731755424,24.580347738599997,24.56,0.020347738599998166
"Total","siy52dl065d_0926_SenInternet_DESKTOP_MIKE","siy52dl065d","mike","2025-10-02",0,0,2,1,1,1,0,0,4.283138752,0,4.283138752
"Total","siy52dl065d_0926_SenInternet_DESKTOP_MIKE","siy52dl065d","mike","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","siy52dl065d_0926_SenInternet_DESKTOP_MIKE","siy52dl065d","mike","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","siy91380673_0908_GooglePixel_FB_TJ","siy91380673","tj",,17210,1599,22,1324,556,724,0.4527829893683552,1.187142167344968,720.7208895306001,634.24,86.48088953060005
"Total","siy91380673_0908_GooglePixel_FB_TJ","siy91380673","tj","2025-10-01",1078,106,12,97,31,35,0.330188679245283,1.1371308016877637,42.20762283820001,37.49,4.717622838200008
"Total","siy91380673_0908_GooglePixel_FB_TJ","siy91380673","tj","2025-10-02",1193,125,1,129,45,53,0.424,1.154888673765731,61.2375907976,44.66,16.577590797600003
"Total","siy91380673_0908_GooglePixel_FB_TJ","siy91380673","tj","2025-10-03",1574,162,2,138,62,84,0.5185185185185185,1.155653450807636,122.398286456,61.76,60.638286455999996
"Total","siy91380673_0908_GooglePixel_FB_TJ","siy91380673","tj","2025-10-04",2021,194,1,149,73,103,0.5309278350515464,1.146341463414634,98.2995467852,75.91,22.389546785199997
"Total","siy91380673_0908_GooglePixel_FB_TJ","siy91380673","tj","2025-10-05",2313,182,0,166,60,88,0.4835164835164835,1.1456166419019316,81.5190775362,80.4,1.1190775361999954
"Total","siy91380673_0908_GooglePixel_FB_TJ","siy91380673","tj","2025-10-06",2366,224,2,176,79,96,0.42857142857142855,1.1919395465994962,94.5627745198,85.16,9.402774519800005
"Total","siy91380673_0908_GooglePixel_FB_TJ","siy91380673","tj","2025-10-07",2178,204,1,141,63,75,0.36764705882352944,1.1914660831509847,81.80242799999999,81.2,0.6024279999999891
"Total","siy91380673_0908_GooglePixel_FB_TJ","siy91380673","tj","2025-10-08",2373,226,2,173,76,101,0.4469026548672566,1.281317494600432,87.89212370250003,89.28,-1.3878762974999717
"Total","siy91380673_0908_GooglePixel_FB_TJ","siy91380673","tj","2025-10-09",2114,176,1,155,67,89,0.5056818181818182,1.2384299941417691,50.801438895099984,78.38,-27.57856110490001
"Total","siyhop06et_0609_FatRemoval_FB_TL_KeywordTest","siyhop06et","ben",,0,0,0,0,0,0,0,0,0,0,0
"Total","siyhop06et_0609_FatRemoval_FB_TL_KeywordTest","siyhop06et","ben","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","siyhop06et_0609_FatRemoval_FB_TL_KeywordTest","siyhop06et","ben","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","siyhop06et_0609_FatRemoval_FB_TL_KeywordTest","siyhop06et","ben","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","siyhop06et_0609_FatRemoval_FB_TL_KeywordTest","siyhop06et","ben","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","siyhop06et_0609_FatRemoval_FB_TL_KeywordTest","siyhop06et","ben","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","siyhop06et_0609_FatRemoval_FB_TL_KeywordTest","siyhop06et","ben","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","siypbs0633_DigitalMarketingTraining_0916_Facebook_KnowledgeWarehouse_TJ","siypbs0633","tj",,0,0,0,0,0,0,0,0,0,0,0
"Total","siypbs0633_DigitalMarketingTraining_0916_Facebook_KnowledgeWarehouse_TJ","siypbs0633","tj","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","siypbs0633_DigitalMarketingTraining_0916_Facebook_KnowledgeWarehouse_TJ","siypbs0633","tj","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","siypbs0633_DigitalMarketingTraining_0916_Facebook_KnowledgeWarehouse_TJ","siypbs0633","tj","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","siypbs0633_DigitalMarketingTraining_0916_Facebook_KnowledgeWarehouse_TJ","siypbs0633","tj","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","siysic06av_0924_HairRegrowth_KnowledgeWarehouse_TJ","siysic06av","tj",,0,0,0,0,0,0,0,0,0,0,0
"Total","siysic06av_0924_HairRegrowth_KnowledgeWarehouse_TJ","siysic06av","tj","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","siysic06av_0924_HairRegrowth_KnowledgeWarehouse_TJ","siysic06av","tj","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","siysic06av_0924_HairRegrowth_KnowledgeWarehouse_TJ","siysic06av","tj","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","siysic06av_0924_HairRegrowth_KnowledgeWarehouse_TJ","siysic06av","tj","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","siyu2ss060d_1009_AutoimEN_FB_Knowlwarehouse_Im_RSOC_AU","siyu2ss060d","Anastasia",,55,8,58,0,0,0,0,1,0,1.3900000000000001,-1.3900000000000001
"Total","siyu2ss060d_1009_AutoimEN_FB_Knowlwarehouse_Im_RSOC_AU","siyu2ss060d","Anastasia","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","siyu2ss060d_1009_AutoimEN_FB_Knowlwarehouse_Im_RSOC_AU","siyu2ss060d","Anastasia","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","siyu2ss060d_1009_AutoimEN_FB_Knowlwarehouse_Im_RSOC_AU","siyu2ss060d","Anastasia","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","siyu2ss060d_1009_AutoimEN_FB_Knowlwarehouse_Im_RSOC_AU","siyu2ss060d","Anastasia","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","siyu2ss060d_1009_AutoimEN_FB_Knowlwarehouse_Im_RSOC_AU","siyu2ss060d","Anastasia","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","siyu2ss060d_1009_AutoimEN_FB_Knowlwarehouse_Im_RSOC_AU","siyu2ss060d","Anastasia","2025-10-06",0,0,0,0,0,0,0,0,0,0,0
"Total","siyu2ss060d_1009_AutoimEN_FB_Knowlwarehouse_Im_RSOC_AU","siyu2ss060d","Anastasia","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","siyu2ss060d_1009_AutoimEN_FB_Knowlwarehouse_Im_RSOC_AU","siyu2ss060d","Anastasia","2025-10-08",0,0,0,0,0,0,0,0,0,0,0
"Total","siyu2ss060d_1009_AutoimEN_FB_Knowlwarehouse_Im_RSOC_AU","siyu2ss060d","Anastasia","2025-10-09",55,8,58,0,0,0,0,1,0,1.3900000000000001,-1.3900000000000001
"Total","siz3ds062w_0915_DentalImplantTrials_Desktop_FD_BH","siz3ds062w","ben",,26517,1781,10,988,374,440,0.24705221785513756,1.064896992088671,1302.74621802,1127.86,174.88621802000011
"Total","siz3ds062w_0915_DentalImplantTrials_Desktop_FD_BH","siz3ds062w","ben","2025-10-01",3195,192,0,128,55,70,0.3645833333333333,1.0990712074303406,171.728232967,150.27,21.458232966999987
"Total","siz3ds062w_0915_DentalImplantTrials_Desktop_FD_BH","siz3ds062w","ben","2025-10-02",2994,222,1,118,50,58,0.26126126126126126,1.0999265246142542,160.69994473740007,143.96,16.739944737400066
"Total","siz3ds062w_0915_DentalImplantTrials_Desktop_FD_BH","siz3ds062w","ben","2025-10-03",3111,243,2,117,37,43,0.17695473251028807,1.0538617886178863,103.46654797300002,148.74,-45.27345202699999
"Total","siz3ds062w_0915_DentalImplantTrials_Desktop_FD_BH","siz3ds062w","ben","2025-10-04",2776,188,3,92,38,44,0.23404255319148937,1.067281814686659,123.47413972880001,122.67,0.8041397288000098
"Total","siz3ds062w_0915_DentalImplantTrials_Desktop_FD_BH","siz3ds062w","ben","2025-10-05",2310,187,0,138,46,51,0.2727272727272727,1.0606060606060606,154.75896962519997,97.52,57.23896962519997
"Total","siz3ds062w_0915_DentalImplantTrials_Desktop_FD_BH","siz3ds062w","ben","2025-10-06",4439,297,2,170,62,70,0.2356902356902357,1.0386055217594758,226.32627512800002,168.74,57.58627512800001
"Total","siz3ds062w_0915_DentalImplantTrials_Desktop_FD_BH","siz3ds062w","ben","2025-10-07",3795,219,0,123,43,56,0.2557077625570776,1.0400109619073719,190.0203525406,137.36,52.66035254059997
"Total","siz3ds062w_0915_DentalImplantTrials_Desktop_FD_BH","siz3ds062w","ben","2025-10-08",2167,120,1,43,17,21,0.175,1.0722414646214746,54.7782194718,85.6,-30.821780528199994
"Total","siz3ds062w_0915_DentalImplantTrials_Desktop_FD_BH","siz3ds062w","ben","2025-10-09",1730,113,1,59,26,27,0.23893805309734514,1.0832811521603005,117.4935358482,73,44.4935358482
"Total","siz71o306u2_0915_COPDClinicalTrials_KnowledgeWarehouse_TJ","siz71o306u2","tj",,27544,1809,21,1376,531,640,0.35378662244333886,1.1084996780424985,771.1262817789,581.8499999999999,189.27628177890006
"Total","siz71o306u2_0915_COPDClinicalTrials_KnowledgeWarehouse_TJ","siz71o306u2","tj","2025-10-01",2537,151,1,129,49,59,0.39072847682119205,1.070915998311524,72.09419583819998,52.15,19.94419583819998
"Total","siz71o306u2_0915_COPDClinicalTrials_KnowledgeWarehouse_TJ","siz71o306u2","tj","2025-10-02",1748,107,1,73,25,30,0.2803738317757009,1.1098412698412699,36.913931999999996,34.01,2.9039319999999975
"Total","siz71o306u2_0915_COPDClinicalTrials_KnowledgeWarehouse_TJ","siz71o306u2","tj","2025-10-03",1946,111,5,73,29,33,0.2972972972972973,1.088975937325126,50.469608279999996,38.65,11.819608279999997
